29.18805556,-81.88861111
30.26777778,-84.40027778
30.28472222,-84.36666667
30.2,-84.38333333
29.0925,-81.89111111
29.16805556,-81.89611111
29.2025,-81.90194444
29.15416667,-81.89611111
29.07055556,-81.80277778
29.355,-81.82027778
29.21,-81.90527778
29.00166667,-81.67527778
30.30138889,-84.66888889
29.24194444,-81.87583333
29.42805556,-81.72972222
29.22694444,-81.97194444
29.03333333,-81.42083333
29.04555556,-81.61722222
29.17666667,-81.97166667
29.38972222,-81.73638889
30.34027778,-84.26861111
30.28444444,-84.40027778
30.40083333,-84.55138889
29.3225,-81.72666667
28.97055556,-81.59444444
29.19916667,-81.89916667
30.19444444,-82.55472222
29.15555556,-81.88416667
29.075,-81.85416667
29.06805556,-81.84777778
29.2775,-81.90444444
28.96833333,-81.53777778
30.21888889,-82.37805556
29.11694444,-81.70388889
29.12166667,-81.72416667
28.98222222,-81.56555556
29.41805556,-81.72416667
29.12861111,-81.87166667
29.05611111,-81.63638889
29.09527778,-81.89027778
30.06666667,-84.61666667
29.21444444,-81.97222222
29.15027778,-81.87833333
29.22138889,-81.87888889
29.41388889,-81.80638889
29.00805556,-81.77888889
30.16833333,-84.65027778
29.36638889,-81.83777778
30.15833333,-82.445
30.0925,-84.53277778
29.09166667,-81.83305556
30.5,-84.44166667
30.40861111,-84.42472222
30.405,-82.425
30.40333333,-84.3925
29.16333333,-81.54333333
30.37861111,-82.34027778
30.375,-84.41666667
30.35833333,-84.375
30.21666667,-84.98333333
30.32333333,-84.40222222
29.08472222,-81.63333333
29.19055556,-81.52
29.03,-81.53055556
29.23527778,-82.08333333
29.17194444,-81.84805556
28.98833333,-81.70277778
29.12861111,-81.56416667
29.19083333,-81.94361111
28.12222222,-81.70833333
29.16333333,-81.88555556
29.18472222,-81.8925
28.99138889,-81.69916667
29.16472222,-81.85527778
30.35,-84.81666667
29.08916667,-81.84222222
29.32472222,-81.72972222
29.00111111,-81.60694444
28.95277778,-81.53833333
30.31444444,-82.42694444
29.00444444,-81.63694444
29.00138889,-81.78972222
29.14972222,-81.86416667
29.28194444,-81.72194444
28.98222222,-81.55944444
29.02472222,-81.49222222
29.0775,-81.69194444
28.99555556,-81.70472222
29.01916667,-81.46277778
29.02694444,-81.62861111
29.11722222,-81.72111111
29.11555556,-81.72361111
29.38333333,-81.71388889
28.97694444,-81.61666667
29.18055556,-81.96722222
30.31444444,-82.42694444
29.08722222,-81.82694444
29.00416667,-81.79333333
29.16333333,-81.56777778
29.00361111,-81.70888889
29.1375,-81.59916667
29.33916667,-81.8975
29.26083333,-81.88611111
29.18555556,-81.77055556
29.43861111,-81.71638889
29.17527778,-81.66527778
29.21277778,-81.7
29.22583333,-81.62083333
29.97888889,-81.69944444
29.12166667,-81.61555556
29.02861111,-81.6375
29.36666667,-81.87138889
28.97111111,-81.69638889
29.17277778,-81.75416667
28.95277778,-81.65222222
28.12444444,-81.70888889
28.12388889,-81.70777778
28.96138889,-81.62361111
28.99166667,-81.49638889
30.28638889,-82.42694444
29.00666667,-81.63694444
30.32111111,-84.68
30.32111111,-84.68
30.17666667,-84.65138889
30.39777778,-84.4125
30.35805556,-84.36666667
30.21527778,-84.4
30.41416667,-84.43277778
30.05,-84.62
30.37583333,-84.39361111
30.24305556,-84.53527778
30.21388889,-84.60277778
30.35777778,-84.30361111
30.25416667,-84.95833333
30.215,-82.60333333
30.31666667,-84.81805556
29.99,-85.0125
30.02027778,-84.83638889
30.44361111,-84.98111111
30.10722222,-85.0075
